Molecule_Name,CYP2D6_is_TDI,CYP2D6_TDI,CYP2D6_direct,CYP3A4_is_TDI,CYP3A4_TDI,CYP3A4_direct
OCNT-2312797,,,,,,
OCNT-2312798,False,5.116,5.125,,,
OCNT-2312800,False,6.086,6.105,True,5.045,4.643
OCNT-2312801,,,,False,5.896,5.794
OCNT-2312805,,,,True,4.858,4.543
OCNT-2312807,,,,True,4.664,4.113
OCNT-2312808,,,,True,4.601,2.008
OCNT-2312817,,,,,,
OCNT-2312818,,,,False,2.86,3.138
OCNT-2312822,,,,False,3.424,3.695
OCNT-2312825,False,5.003,4.838,,,
OCNT-2312826,,,,,,
OCNT-2312830,,,,,,
OCNT-2312831,False,5.447,5.374,,,
OCNT-2312832,False,6.285,6.04,,,
OCNT-2312833,,,,True,5.313,4.699
OCNT-2312836,True,5.696,5.388,,,
OCNT-2312846,,,,True,4.356,3.615
OCNT-2312847,True,4.533,4.177,True,5.581,5.275
OCNT-2312850,False,4.517,4.798,,,
OCNT-2312851,False,5.474,5.296,True,5.216,4.406
OCNT-2312853,,,,False,4.899,4.623
OCNT-2312856,,,,False,2.693,2.937
OCNT-2312859,,,,,,
OCNT-2312860,,,,,,
OCNT-2312862,,,,True,4.856,3.85
OCNT-2312865,,,,False,5.519,5.335
OCNT-2312866,,,,,,
OCNT-2312868,,,,,,
OCNT-2312870,,,,False,4.063,2.076
OCNT-2312873,,,,,,
OCNT-2312874,False,4.608,4.539,False,4.555,4.435
OCNT-2312880,,,,True,6.436,6.117
OCNT-2312882,,,,True,4.85,4.399
OCNT-2312890,False,5.491,5.226,,,
OCNT-2312891,,,,,,
OCNT-2312892,,,,False,4.243,3.787
OCNT-2312894,,,,,,
OCNT-2312897,,,,,,
OCNT-2312900,,,,False,4.356,4.217
OCNT-2312903,,,,,,
OCNT-2312906,,,,,,
OCNT-2312913,,,,False,3.895,3.71
OCNT-2312915,,,,,,
OCNT-2312918,,,,True,5.861,5.39
OCNT-2312921,False,5.454,5.303,,,
OCNT-2312924,,,,False,4.085,3.737
OCNT-2312925,False,4.512,4.473,True,5.178,4.669
OCNT-2312929,,,,False,2.852,2.475
OCNT-2312931,,,,True,5.486,4.528
OCNT-2312932,False,6.051,6.033,,,
OCNT-2312937,,,,,,
OCNT-2312941,False,6.798,6.696,,,
OCNT-2312943,False,4.431,4.336,,,
OCNT-2312947,True,5.975,5.399,,,
OCNT-2312951,False,5.376,5.402,,,
OCNT-2312952,,,,,,
OCNT-2312955,,,,,,
OCNT-2312958,,,,False,1.999,2.498
OCNT-2312959,False,4.297,4.222,False,5.309,5.109
OCNT-2312961,False,4.392,4.493,True,5.06,4.655
OCNT-2312967,,,,,,
OCNT-2312969,False,4.959,4.838,,,
OCNT-2312971,,,,,,
OCNT-2312973,,,,,,
OCNT-2312974,,,,True,4.695,4.169
OCNT-2312975,,,,,,
OCNT-2312980,,,,False,2.166,1.949
OCNT-2312985,,,,,,
OCNT-2312986,,,,False,3.997,3.743
OCNT-2312987,,,,,,
OCNT-2312988,,,,False,4.635,4.62
OCNT-2312992,False,5.355,5.161,,,
OCNT-2312994,,,,True,5.928,5.322
OCNT-2312995,True,5.889,4.945,,,
OCNT-2312996,False,4.923,4.635,False,4.971,4.803
OCNT-2312998,,,,,,
OCNT-2313003,,,,False,5.133,4.978
OCNT-2313008,,,,True,4.817,4.351
OCNT-2313012,,,,False,4.064,3.954
OCNT-2313013,,,,False,3.965,3.049
OCNT-2313014,,,,False,3.917,4.274
OCNT-2313018,,,,False,3.453,2.191
OCNT-2313019,False,5.529,5.441,,,
OCNT-2313020,,,,,,
OCNT-2313023,False,4.566,4.612,,,
OCNT-2313024,False,4.485,4.421,,,
OCNT-2313026,,,,,,
OCNT-2313031,,,,True,5.489,4.587
OCNT-2313032,True,4.619,4.231,,,
OCNT-2313035,False,5.017,4.776,,,
OCNT-2313037,,,,True,5.481,4.94
OCNT-2313039,,,,,,
OCNT-2313040,,,,False,4.243,4.185
OCNT-2313041,False,4.367,4.343,,,
OCNT-2313046,False,4.796,4.949,,,
OCNT-2313047,,,,False,3.489,2.978
OCNT-2313052,,,,False,2.025,2.494
OCNT-2313053,False,5.689,5.608,,,
OCNT-2313054,,,,,,
OCNT-2313058,False,5.622,5.553,False,5.194,5.121
OCNT-2313060,,,,,,
OCNT-2313062,False,4.451,4.56,,,
OCNT-2313065,,,,True,5.242,4.828
OCNT-2313067,,,,False,3.787,2.509
OCNT-2313078,,,,False,3.338,1.916
OCNT-2313080,False,4.89,4.891,,,
OCNT-2313085,False,5.385,5.372,,,
OCNT-2313087,,,,False,4.029,3.886
OCNT-2313088,False,4.729,4.694,,,
OCNT-2313093,True,4.837,4.489,,,
OCNT-2313094,,,,False,3.274,3.194
OCNT-2313096,,,,False,3.931,3.716
OCNT-2313097,,,,False,2.578,2.15
OCNT-2313098,,,,,,
OCNT-2313099,,,,True,4.719,4.319
OCNT-2313100,True,6.274,5.947,,,
OCNT-2313101,False,5.742,5.71,,,
OCNT-2313103,,,,False,4.28,3.951
OCNT-2313104,,,,,,
OCNT-2313105,,,,,,
OCNT-2313106,False,5.288,5.236,,,
OCNT-2313107,False,7.267,7.074,,,
OCNT-2313108,,,,,,
OCNT-2313109,,,,False,3.752,2.142
OCNT-2313111,,,,True,4.834,4.391
OCNT-2313113,,,,,,
OCNT-2313115,,,,,,
OCNT-2313117,False,4.615,4.554,,,
OCNT-2313118,,,,False,4.414,4.118
OCNT-2313119,,,,True,5.192,4.573
OCNT-2313120,,,,True,5.491,4.963
OCNT-2313121,,,,False,4.964,4.798
OCNT-2313122,False,5.467,5.221,False,5.886,5.88
OCNT-2313124,False,4.647,4.549,,,
OCNT-2313128,,,,False,4.217,3.84
OCNT-2313133,,,,False,4.641,4.364
OCNT-2313134,,,,False,3.283,2.473
OCNT-2313136,,,,,,
OCNT-2313141,,,,,,
OCNT-2313143,True,6.064,5.751,,,
OCNT-2313144,,,,,,
OCNT-2313145,,,,,,
OCNT-2313147,,,,True,6.067,5.139
OCNT-2313151,,,,True,4.572,4.101
OCNT-2313155,True,5.519,5.081,,,
OCNT-2313157,,,,,,
OCNT-2313159,False,4.91,4.717,,,
OCNT-2313161,False,4.891,4.889,,,
OCNT-2313164,False,4.525,4.49,True,5.951,5.591
OCNT-2313165,,,,True,4.861,4.501
OCNT-2313173,False,4.044,4.531,,,
OCNT-2313174,,,,True,5.87,5.199
OCNT-2313175,False,4.448,4.462,,,
OCNT-2313177,,,,False,5.086,4.973
OCNT-2313179,,,,False,4.296,3.868
OCNT-2313183,,,,,,
OCNT-2313184,False,4.528,4.489,True,5.169,4.731
OCNT-2313185,,,,,,
OCNT-2313188,False,5.866,5.82,,,
OCNT-2313192,,,,False,2.538,1.975
OCNT-2313193,,,,False,4.494,4.652
OCNT-2313195,False,4.794,4.79,,,
OCNT-2313198,,,,,,
OCNT-2313201,False,4.338,4.355,,,
OCNT-2313203,,,,False,2.873,3.152
OCNT-2313206,,,,True,4.552,3.902
OCNT-2313211,False,4.827,4.836,,,
OCNT-2313213,,,,False,3.826,3.07
OCNT-2313215,,,,,,
OCNT-2313216,,,,,,
OCNT-2313217,,,,,,
OCNT-2313219,,,,True,4.882,4.049
OCNT-2313220,,,,,,
OCNT-2313221,,,,,,
OCNT-2313224,,,,False,4.076,3.486
OCNT-2313225,,,,,,
OCNT-2313233,True,5.395,4.964,,,
OCNT-2313234,,,,False,5.078,5.02
OCNT-2313237,False,5.308,5.25,False,4.99,4.825
OCNT-2313238,,,,True,5.361,4.403
OCNT-2313239,True,4.945,4.639,,,
OCNT-2313241,True,5.859,5.374,True,6.071,5.688
OCNT-2313243,,,,,,
OCNT-2313248,,,,False,5.165,5.004
OCNT-2313250,False,7.45,7.287,,,
OCNT-2313251,False,5.129,5.133,False,4.489,4.312
OCNT-2313254,,,,False,1.985,2.05
OCNT-2313255,False,2.147,2.025,,,
OCNT-2313258,,,,,,
OCNT-2313260,False,4.697,4.71,,,
OCNT-2313267,,,,False,2.441,2.006
OCNT-2313271,False,4.528,4.434,,,
OCNT-2313273,,,,True,4.564,4.197
OCNT-2313274,False,4.721,4.676,,,
OCNT-2313277,,,,False,5.04,4.784
OCNT-2313278,,,,True,6.174,5.478
OCNT-2313279,,,,True,5.243,4.9
OCNT-2313281,,,,False,4.342,4.206
OCNT-2313287,,,,False,4.831,4.857
OCNT-2313293,,,,False,5.536,5.367
OCNT-2313294,False,4.793,4.952,,,
OCNT-2313297,,,,False,4.063,3.573
OCNT-2313299,,,,False,2.161,2.034
OCNT-2313300,False,6.44,6.27,False,6.278,6.296
OCNT-2313305,False,4.67,4.539,,,
OCNT-2313307,,,,True,5.222,4.716
OCNT-2313314,,,,True,4.586,4.192
OCNT-2313318,,,,True,5.194,4.6
OCNT-2313319,,,,,,
OCNT-2313325,True,4.628,3.834,,,
OCNT-2313326,,,,True,4.858,4.1
OCNT-2313335,,,,False,4.279,3.472
OCNT-2313345,,,,True,5.035,4.498
OCNT-2313360,True,6.051,5.407,True,4.747,4.232
OCNT-2313361,,,,,,
OCNT-2313362,False,6.677,6.52,,,
OCNT-2313363,,,,True,4.817,4.232
OCNT-2313365,,,,,,
OCNT-2313366,,,,,,
OCNT-2313367,,,,,,
OCNT-2313368,,,,,,
OCNT-2313371,,,,,,
OCNT-2313373,,,,True,6.085,5.017
OCNT-2313374,False,4.087,4.323,,,
OCNT-2313377,,,,True,5.438,4.892
OCNT-2313383,False,4.333,4.359,,,
OCNT-2313386,True,5.052,4.609,,,
OCNT-2313388,False,4.899,4.761,True,6.012,5.468
OCNT-2313389,False,4.839,4.75,,,
OCNT-2313392,,,,True,5.446,4.391
OCNT-2313393,,,,,,
OCNT-2313394,,,,,,
OCNT-2313399,,,,True,4.97,4.476
OCNT-2313400,False,5.026,4.824,,,
OCNT-2313401,,,,False,4.364,4.211
OCNT-2313402,True,4.495,3.606,,,
OCNT-2313403,,,,,,
OCNT-2313421,,,,False,4.508,4.363
OCNT-2313423,False,4.901,4.697,,,
OCNT-2313424,,,,False,3.566,3.799
OCNT-2313427,,,,True,5.305,4.731
OCNT-2313429,,,,False,6.213,6.12
OCNT-2313432,,,,False,2.519,2.165
OCNT-2313433,False,4.498,4.553,,,
OCNT-2313435,,,,False,4.731,4.552
OCNT-2313438,,,,True,5.129,4.799
OCNT-2313441,,,,False,5.029,4.933
OCNT-2313447,,,,False,2.596,2.039
OCNT-2313448,,,,False,2.127,2.153
OCNT-2313450,,,,False,2.769,1.909
OCNT-2313451,,,,False,4.838,4.636
OCNT-2313459,,,,True,5.566,4.749
OCNT-2313460,True,5.739,5.16,,,
OCNT-2313461,,,,True,5.544,5.081
OCNT-2313465,False,5.793,5.539,,,
OCNT-2313469,,,,,,
OCNT-2313470,,,,False,2.841,3.181
OCNT-2313472,,,,False,1.958,2.129
OCNT-2313474,,,,True,4.853,4.216
OCNT-2313475,,,,,,
OCNT-2313477,,,,,,
OCNT-2313486,,,,,,
OCNT-2313489,False,5.333,5.256,,,
OCNT-2313504,True,5.372,4.675,,,
OCNT-2313506,,,,True,5.549,5.017
OCNT-2313507,,,,True,5.342,4.736
OCNT-2313509,,,,False,3.328,3.082
OCNT-2313512,,,,False,3.834,3.731
OCNT-2313514,,,,False,2.033,2.28
OCNT-2313515,,,,False,4.418,4.335
OCNT-2313520,False,4.602,4.537,,,
OCNT-2313521,,,,,,
OCNT-2313522,False,4.525,4.519,,,
OCNT-2313526,,,,,,
OCNT-2313527,,,,False,1.945,1.96
OCNT-2313529,,,,False,5.839,5.79
OCNT-2313532,,,,,,
OCNT-2313533,False,4.954,4.949,,,
OCNT-2313535,,,,,,
OCNT-2313537,,,,True,4.834,4.187
OCNT-2313538,,,,,,
OCNT-2313539,,,,False,5.752,5.659
OCNT-2313543,,,,False,3.557,3.129
OCNT-2313551,,,,False,2.587,3.157
OCNT-2313553,,,,,,
OCNT-2313554,,,,True,4.551,3.923
OCNT-2313558,False,5.556,5.33,,,
OCNT-2313560,,,,,,
OCNT-2313564,,,,,,
OCNT-2313565,,,,,,
OCNT-2313567,,,,True,4.312,3.681
OCNT-2313571,,,,,,
OCNT-2313573,,,,,,
OCNT-2313574,,,,True,5.172,4.53
OCNT-2313581,False,5.312,5.225,,,
OCNT-2313586,,,,,,
OCNT-2313594,,,,False,3.5,2.543
OCNT-2313596,,,,False,3.753,3.628
OCNT-2313597,,,,,,
OCNT-2313602,,,,,,
OCNT-2313603,,,,True,5.236,4.363
OCNT-2313609,,,,False,5.324,5.232
OCNT-2313612,,,,False,2.091,2.298
OCNT-2313616,,,,True,5.031,4.465
OCNT-2313618,,,,,,
OCNT-2313620,,,,True,4.712,3.982
OCNT-2313623,,,,,,
OCNT-2313624,,,,,,
OCNT-2313625,,,,,,
OCNT-2313630,False,4.615,4.322,,,
OCNT-2313632,,,,,,
OCNT-2313636,True,5.535,5.09,,,
OCNT-2313637,,,,,,
OCNT-2313638,,,,False,3.675,3.624
OCNT-2313639,,,,,,
OCNT-2313641,,,,False,4.886,4.618
OCNT-2313642,,,,False,4.843,4.785
OCNT-2313643,,,,False,3.873,2.349
OCNT-2313644,,,,False,5.319,5.277
OCNT-2313645,,,,,,
OCNT-2313647,False,5.005,4.876,,,
OCNT-2313652,False,4.594,4.601,,,
OCNT-2313654,False,4.678,4.619,,,
OCNT-2313657,,,,,,
OCNT-2313664,True,4.654,4.004,,,
OCNT-2313666,False,4.412,4.497,,,
OCNT-2313667,,,,False,3.616,3.721
OCNT-2313669,True,4.867,4.414,,,
OCNT-2313671,,,,True,4.688,4.223
OCNT-2313672,,,,,,
OCNT-2313673,,,,True,5.584,4.848
OCNT-2313675,,,,False,2.715,3.34
OCNT-2313679,,,,True,5.718,4.989
OCNT-2313682,,,,,,
OCNT-2313683,True,4.978,4.249,,,
OCNT-2313684,,,,,,
OCNT-2313685,,,,True,4.645,4.201
OCNT-2313689,,,,,,
OCNT-2313693,,,,False,3.501,3.311
OCNT-2313694,,,,True,6.217,5.903
OCNT-2313696,,,,False,4.412,4.118
OCNT-2313698,,,,,,
OCNT-2313707,,,,True,4.568,4.094
OCNT-2313708,,,,,,
OCNT-2313710,,,,,,
OCNT-2313719,,,,False,4.273,3.909
OCNT-2313720,,,,True,5.089,4.515
OCNT-2313721,,,,,,
OCNT-2313726,False,5.145,5.025,,,
OCNT-2313732,,,,True,4.575,4.146
OCNT-2313736,,,,False,3.112,2.563
OCNT-2313737,,,,,,
OCNT-2313740,,,,False,3.405,2.899
OCNT-2313742,,,,False,3.88,3.541
OCNT-2313747,,,,False,3.872,2.932
OCNT-2313748,,,,,,
OCNT-2313749,False,4.58,4.603,False,5.565,5.313
OCNT-2313756,False,4.728,4.814,,,
OCNT-2313758,,,,False,3.954,3.51
OCNT-2313761,False,4.616,4.571,,,
OCNT-2313765,,,,False,4.641,4.369
OCNT-2313767,False,4.581,4.591,,,
OCNT-2313769,False,4.395,4.452,,,
OCNT-2313771,,,,False,4.26,4.153
OCNT-2313778,False,5.481,5.234,,,
OCNT-2313781,,,,,,
OCNT-2313785,,,,,,
OCNT-2313789,False,4.687,4.675,,,
OCNT-2313792,,,,,,
OCNT-2313798,,,,,,
OCNT-2313799,False,4.47,4.419,,,
OCNT-2313802,,,,,,
OCNT-2313803,,,,,,
OCNT-2313804,,,,False,2.648,2.069
OCNT-2313807,,,,True,4.921,4.597
OCNT-2313808,True,7.027,6.255,,,
OCNT-2313811,,,,False,2.406,3.451
OCNT-2313815,,,,True,4.686,4.118
OCNT-2313821,,,,False,2.044,2.022
OCNT-2313822,,,,,,
OCNT-2313825,,,,False,5.167,5.166
OCNT-2313826,False,5.537,5.639,,,
OCNT-2313829,,,,True,4.639,4.252
OCNT-2313830,,,,,,
OCNT-2313831,,,,,,
OCNT-2313832,,,,,,
OCNT-2313833,,,,,,
OCNT-2313839,,,,True,5.496,4.549
OCNT-2313842,,,,False,2.842,2.373
OCNT-2313845,,,,,,
OCNT-2313846,,,,False,4.822,4.522
OCNT-2313851,,,,,,
OCNT-2313852,,,,,,
OCNT-2313858,,,,True,5.336,4.864
OCNT-2313859,,,,False,2.136,2.095
OCNT-2313861,False,6.619,6.457,,,
OCNT-2313863,,,,,,
OCNT-2313865,,,,False,5.143,5.196
OCNT-2313867,,,,,,
OCNT-2313869,,,,False,5.238,5.292
OCNT-2313871,True,5.565,4.771,,,
OCNT-2313872,,,,,,
OCNT-2313874,,,,,,
OCNT-2313875,,,,False,2.563,2.117
OCNT-2313876,,,,,,
OCNT-2313880,,,,False,2.716,2.113
OCNT-2313881,,,,,,
OCNT-2313886,,,,,,
OCNT-2313887,,,,True,4.813,4.432
OCNT-2313888,,,,,,
OCNT-2313891,False,4.703,4.597,,,
OCNT-2313894,,,,False,3.652,3.53
OCNT-2313895,,,,,,
OCNT-2313897,,,,False,4.834,4.733
OCNT-2313901,,,,False,5.375,5.994
OCNT-2313906,,,,,,
OCNT-2313909,,,,True,5.674,5.306
OCNT-2313910,,,,True,4.71,4.333
OCNT-2313912,,,,,,
OCNT-2313913,,,,,,
OCNT-2313919,False,4.324,4.166,,,
OCNT-2313921,,,,False,4.443,4.169
OCNT-2313923,,,,,,
OCNT-2313925,,,,False,2.283,1.99
OCNT-2313933,True,4.667,3.774,True,6.049,5.674
OCNT-2313935,,,,False,3.633,2.067
OCNT-2313936,,,,,,
OCNT-2313939,,,,,,
OCNT-2313944,False,4.445,4.339,,,
OCNT-2313948,,,,False,3.158,2.753
OCNT-2313949,,,,True,5.16,4.544
OCNT-2313953,,,,False,4.289,4.008
OCNT-2313954,,,,,,
OCNT-2313956,,,,,,
OCNT-2313963,,,,,,
OCNT-2313965,,,,False,2.072,1.959
OCNT-2313970,,,,,,
OCNT-2313972,,,,False,4.085,3.987
OCNT-2313981,,,,,,
OCNT-2313982,False,5.467,5.459,,,
OCNT-2313983,,,,,,
OCNT-2313984,False,6.745,6.914,,,
OCNT-2313985,False,4.571,4.611,True,4.335,3.97
OCNT-2313987,,,,True,4.999,4.426
OCNT-2313989,,,,,,
OCNT-2313992,,,,False,3.446,3.504
OCNT-2313994,False,4.944,4.804,,,
OCNT-2313995,,,,,,
OCNT-2313996,,,,False,4.352,4.094
OCNT-2313997,False,4.792,4.617,,,
OCNT-2313999,,,,False,4.933,4.797
OCNT-2314002,,,,True,5.228,4.391
OCNT-2314003,False,4.605,4.489,,,
OCNT-2314004,,,,,,
OCNT-2314006,,,,,,
OCNT-2314010,,,,False,3.934,2.278
OCNT-2314011,,,,True,5.546,5.088
OCNT-2314012,,,,,,
OCNT-2314014,,,,False,3.309,2.872
OCNT-2314015,,,,False,2.093,2.091
OCNT-2314017,,,,,,
OCNT-2314020,False,4.735,4.663,,,
OCNT-2314023,,,,,,
OCNT-2314024,,,,False,2.122,2.742
OCNT-2314025,False,4.252,3.368,,,
OCNT-2314028,False,4.703,4.642,,,
OCNT-2314029,,,,True,5.184,4.768
OCNT-2314032,,,,,,
OCNT-2314033,,,,False,3.842,3.426
OCNT-2314036,,,,,,
OCNT-2314037,,,,,,
OCNT-2314041,,,,False,4.209,3.822
OCNT-2314042,,,,,,
OCNT-2314044,,,,False,3.244,2.584
OCNT-2314045,,,,,,
OCNT-2314046,,,,,,
OCNT-2314050,,,,,,
OCNT-2314054,False,4.797,4.649,,,
OCNT-2314061,,,,,,
OCNT-2314062,False,5.177,5.107,,,
OCNT-2314063,,,,,,
OCNT-2314064,,,,True,5.156,4.534
OCNT-2314065,,,,,,
OCNT-2314067,,,,False,5.784,5.798
OCNT-2314068,,,,,,
OCNT-2314069,,,,False,4.218,3.622
OCNT-2314070,,,,,,
OCNT-2314073,,,,False,3.229,3.252
OCNT-2314074,,,,False,5.088,4.903
OCNT-2314076,,,,False,3.438,2.477
OCNT-2314079,,,,True,4.949,4.432
OCNT-2314083,,,,True,4.407,4.064
OCNT-2314086,,,,True,4.388,3.923
OCNT-2314087,False,4.447,4.449,False,5.435,5.248
OCNT-2314096,,,,False,1.96,1.935
OCNT-2314101,,,,False,3.545,3.144
OCNT-2314103,,,,,,
OCNT-2314112,False,4.639,4.607,,,
OCNT-2314113,,,,False,3.087,3.0
OCNT-2314117,,,,False,2.792,2.171
OCNT-2314118,False,4.551,4.492,False,4.468,4.391
OCNT-2314120,True,5.24,4.132,,,
OCNT-2314122,,,,,,
OCNT-2314127,,,,False,3.919,3.703
OCNT-2314135,False,5.594,5.611,False,6.079,6.095
OCNT-2314136,False,5.011,4.985,,,
OCNT-2314137,,,,True,4.719,4.041
OCNT-2314140,,,,False,2.091,2.456
OCNT-2314141,,,,False,3.785,3.53
OCNT-2314143,,,,False,4.186,3.694
OCNT-2314144,False,4.729,4.889,,,
OCNT-2314145,,,,False,2.103,2.676
OCNT-2314146,,,,,,
OCNT-2314148,,,,True,5.783,5.075
OCNT-2314150,,,,,,
OCNT-2314151,,,,,,
OCNT-2314157,,,,,,
OCNT-2314158,False,4.628,4.674,,,
OCNT-2314160,True,6.627,5.512,,,
OCNT-2314168,,,,,,
OCNT-2314169,False,5.116,5.125,,,
OCNT-2314172,,,,,,
OCNT-2314176,False,5.892,5.767,False,5.394,5.433
OCNT-2314178,False,4.574,4.517,False,5.376,5.082
OCNT-2314180,,,,True,4.384,3.873
OCNT-2314182,False,4.866,5.073,,,
OCNT-2314187,,,,False,4.984,4.71
OCNT-2314190,,,,False,3.186,2.812
OCNT-2314193,,,,False,4.319,4.34
OCNT-2314197,,,,,,
OCNT-2314198,,,,,,
OCNT-2314199,,,,,,
OCNT-2314201,,,,True,5.12,4.611
OCNT-2314202,,,,,,
OCNT-2314207,,,,,,
OCNT-2314208,,,,False,5.673,5.706
OCNT-2314210,False,5.064,4.864,,,
OCNT-2314212,,,,False,5.044,4.835
OCNT-2314213,False,4.461,4.394,,,
OCNT-2314215,,,,True,5.081,4.28
OCNT-2314217,,,,,,
OCNT-2314219,False,4.892,4.816,,,
OCNT-2314221,,,,True,4.995,4.306
OCNT-2314222,,,,,,
OCNT-2314223,False,5.027,4.789,,,
OCNT-2314226,False,4.982,4.834,,,
OCNT-2314233,False,6.599,6.567,,,
OCNT-2314234,,,,False,3.716,2.4
OCNT-2314235,True,4.92,4.328,,,
OCNT-2314237,False,6.861,6.957,,,
OCNT-2314242,True,6.581,5.281,,,
OCNT-2314243,False,5.027,4.962,,,
OCNT-2314247,,,,,,
OCNT-2314248,,,,False,4.171,3.562
OCNT-2314251,,,,,,
OCNT-2314254,False,5.792,5.645,True,5.54,4.923
OCNT-2314255,False,4.373,4.375,,,
OCNT-2314257,,,,,,
OCNT-2314259,,,,,,
OCNT-2314261,True,5.709,5.399,,,
OCNT-2314262,False,4.761,4.465,,,
OCNT-2314263,False,4.669,4.525,,,
OCNT-2314266,False,4.936,4.795,,,
OCNT-2314267,True,5.823,5.243,,,
OCNT-2314269,,,,False,4.002,4.049
OCNT-2314271,False,5.46,5.223,,,
OCNT-2314273,,,,,,
OCNT-2314275,False,5.457,5.307,,,
OCNT-2314277,,,,True,5.275,4.357
OCNT-2314279,,,,False,5.038,4.755
OCNT-2314283,,,,,,
OCNT-2314290,,,,False,3.889,3.632
OCNT-2314295,,,,False,4.519,4.378
OCNT-2314296,False,5.355,5.212,,,
OCNT-2314300,,,,True,6.786,6.429
OCNT-2314301,,,,,,
OCNT-2314305,,,,,,
OCNT-2314306,False,4.484,,,,
OCNT-2314307,,,,,,
OCNT-2314310,,,,,,
OCNT-2314311,,,,False,4.244,3.815
OCNT-2314318,,,,True,4.601,4.046
OCNT-2314321,,,,False,5.045,4.762
OCNT-2314322,,,,,,
OCNT-2314323,,,,,,
OCNT-2314324,True,4.869,4.377,,,
OCNT-2314326,,,,False,4.684,4.425
OCNT-2314327,,,,False,2.187,2.854
OCNT-2314328,,,,False,3.951,3.961
OCNT-2314329,False,4.604,4.629,,,
OCNT-2314335,,,,,,
OCNT-2314336,,,,False,2.55,2.42
OCNT-2314337,,,,False,4.561,4.375
OCNT-2314338,False,4.442,4.381,,,
OCNT-2314341,,,,False,2.979,2.487
OCNT-2314342,False,5.383,5.213,False,5.584,5.65
OCNT-2314349,,,,,,
OCNT-2314353,,,,,,
OCNT-2314354,,,,False,2.05,2.033
OCNT-2314356,False,4.452,4.461,,,
OCNT-2314357,,,,,,
OCNT-2314360,False,4.641,4.394,,,
OCNT-2314363,,,,,,
OCNT-2314369,,,,,,
OCNT-2314371,False,4.474,4.483,False,4.307,4.037
OCNT-2314373,,,,,,
OCNT-2314375,,,,False,4.743,4.593
OCNT-2314377,False,4.623,4.408,,,
OCNT-2314380,False,4.387,4.393,,,
OCNT-2314381,False,4.55,4.513,,,
OCNT-2314385,,,,False,3.052,3.289
OCNT-2314387,,,,,,
OCNT-2314390,,,,False,4.119,3.34
OCNT-2314395,False,5.957,5.72,,,
OCNT-2314397,False,4.527,4.435,,,
OCNT-2314399,,,,,,
OCNT-2314402,,,,,,
OCNT-2314403,,,,,,
OCNT-2314405,,,,True,5.369,4.955
OCNT-2314407,,,,,,
OCNT-2314408,,,,,,
OCNT-2314410,,,,,,
OCNT-2314412,False,4.338,4.312,False,6.261,5.998
OCNT-2314416,,,,,,
OCNT-2314426,False,4.611,4.582,,,
OCNT-2314427,,,,False,2.099,2.042
OCNT-2314433,,,,,,
OCNT-2314434,True,6.142,5.427,,,
OCNT-2314436,,,,,,
OCNT-2314439,,,,False,2.505,2.026
OCNT-2314445,False,4.704,4.656,,,
OCNT-2314446,,,,True,4.989,4.224
OCNT-2314447,,,,,,
OCNT-2314450,,,,False,5.681,5.671
OCNT-2314452,,,,False,3.818,3.782
OCNT-2314454,,,,True,4.639,4.186
OCNT-2314457,,,,False,4.522,4.53
OCNT-2314458,,,,True,4.648,4.344
OCNT-2314459,False,4.389,4.362,,,
OCNT-2314460,,,,,,
OCNT-2314461,,,,True,5.049,4.681
OCNT-2314462,False,4.578,4.512,,,
OCNT-2314465,,,,True,4.826,4.483
OCNT-2314467,True,4.806,4.48,,,
OCNT-2314468,False,4.466,4.481,,,
OCNT-2314473,True,4.594,2.723,,,
OCNT-2314478,False,4.602,4.599,,,
OCNT-2314480,False,4.569,4.515,True,4.568,3.941
OCNT-2314481,,,,,,
OCNT-2314482,,,,,,
OCNT-2314483,,,,True,5.862,5.429
OCNT-2314484,False,4.408,4.411,True,5.871,5.415
OCNT-2314487,,,,True,6.257,5.535
OCNT-2314488,,,,,,
OCNT-2314492,,,,True,4.789,4.481
OCNT-2314494,False,6.092,5.926,,,
OCNT-2314499,,,,,,
OCNT-2314500,False,4.956,4.818,,,
OCNT-2314502,,,,False,5.614,5.535
OCNT-2314504,,,,,,
OCNT-2314508,,,,False,3.124,3.067
OCNT-2314509,False,4.911,4.621,,,
OCNT-2314511,,,,True,4.722,4.203
OCNT-2314515,,,,False,2.959,3.559
OCNT-2314516,,,,True,5.191,4.768
OCNT-2314523,,,,False,3.916,3.803
OCNT-2314524,,,,False,4.127,3.91
OCNT-2314526,False,4.785,4.775,,,
OCNT-2314527,,,,False,3.328,2.377
OCNT-2314528,False,5.365,5.25,,,
OCNT-2314532,,,,,,
OCNT-2314534,,,,False,5.14,4.926
OCNT-2314536,,,,,,
OCNT-2314537,,,,,,
OCNT-2314539,,,,True,6.384,5.673
OCNT-2314547,,,,True,5.064,4.622
OCNT-2314548,False,4.671,4.774,False,5.578,5.439
OCNT-2314551,True,5.616,4.754,,,
OCNT-2314553,,,,False,4.983,4.898
OCNT-2314554,,,,,,
OCNT-2314559,False,6.45,6.401,,,
OCNT-2314561,,,,True,4.559,3.999
OCNT-2314567,,,,,,
OCNT-2314568,,,,,,
OCNT-2314570,,,,,,
OCNT-2314574,,,,,,
OCNT-2314575,,,,True,4.86,4.124
OCNT-2314582,,,,,,
OCNT-2314583,,,,False,3.642,3.563
