Molecule_Name,OCNT_ID,pEC50
OADMET-0004820,OCNT-2309331,4.93
OADMET-0004819,OCNT-2309328,4.63
OADMET-0004818,OCNT-2309318,4.88
OADMET-0004817,OCNT-2309314,4.78
OADMET-0004816,OCNT-2309311,4.64
OADMET-0004815,OCNT-2309277,4.8
OADMET-0004814,OCNT-2309275,4.83
OADMET-0004813,OCNT-2309274,5.17
OADMET-0004812,OCNT-2309267,4.72
OADMET-0004811,OCNT-2309249,4.76
OADMET-0004810,OCNT-2309240,4.49
OADMET-0004809,OCNT-2309234,4.53
OADMET-0004808,OCNT-2309231,4.51
OADMET-0004807,OCNT-2309230,4.59
OADMET-0004806,OCNT-2309226,4.11
OADMET-0004805,OCNT-2309225,5.0
OADMET-0004804,OCNT-2309207,4.67
OADMET-0004803,OCNT-2309194,5.2
OADMET-0004802,OCNT-2309191,4.67
OADMET-0004801,OCNT-2309186,4.99
OADMET-0004800,OCNT-2309185,4.44
OADMET-0004799,OCNT-2309183,5.38
OADMET-0004798,OCNT-2309180,4.63
OADMET-0004797,OCNT-2309176,5.19
OADMET-0004796,OCNT-2309171,4.72
OADMET-0004795,OCNT-2309159,4.66
OADMET-0004794,OCNT-2309153,4.58
OADMET-0004793,OCNT-2309138,4.66
OADMET-0004792,OCNT-2309122,4.04
OADMET-0004791,OCNT-2309116,4.79
OADMET-0004790,OCNT-2309115,5.31
OADMET-0004789,OCNT-2309109,5.06
OADMET-0004788,OCNT-2309102,5.12
OADMET-0004787,OCNT-2309100,4.75
OADMET-0004786,OCNT-2309097,5.01
OADMET-0004785,OCNT-2309094,4.37
OADMET-0004784,OCNT-2309092,4.73
OADMET-0004783,OCNT-2309091,4.91
OADMET-0004782,OCNT-2309090,4.22
OADMET-0004781,OCNT-2309082,4.7
OADMET-0004780,OCNT-2309079,5.58
OADMET-0004779,OCNT-2309075,4.93
OADMET-0004778,OCNT-2309073,4.74
OADMET-0004777,OCNT-2309069,4.93
OADMET-0004776,OCNT-2309065,4.98
OADMET-0004775,OCNT-2309047,5.16
OADMET-0004774,OCNT-2309046,4.72
OADMET-0004773,OCNT-2309040,4.76
OADMET-0004772,OCNT-2309030,4.68
OADMET-0004771,OCNT-2309027,4.63
OADMET-0004770,OCNT-2309021,4.15
OADMET-0004769,OCNT-2309014,4.76
OADMET-0004768,OCNT-2309005,4.58
OADMET-0004767,OCNT-2309003,5.32
OADMET-0004766,OCNT-2308999,3.97
OADMET-0004765,OCNT-2308997,4.85
OADMET-0004764,OCNT-2308996,4.95
OADMET-0004763,OCNT-2308995,4.91
OADMET-0004762,OCNT-2308980,4.8
OADMET-0004761,OCNT-2308976,4.61
OADMET-0004760,OCNT-2308972,5.27
OADMET-0004759,OCNT-2308971,4.96
OADMET-0004758,OCNT-2308967,4.96
OADMET-0004757,OCNT-2308964,4.55
OADMET-0004756,OCNT-2308962,4.5
OADMET-0004755,OCNT-2308958,5.18
OADMET-0004754,OCNT-2308954,4.82
OADMET-0004753,OCNT-2308952,5.06
OADMET-0004752,OCNT-2308944,4.45
OADMET-0004751,OCNT-2308941,4.99
OADMET-0004750,OCNT-2308936,3.92
OADMET-0004749,OCNT-2308934,4.26
OADMET-0004748,OCNT-2308930,5.11
OADMET-0004747,OCNT-2308926,4.69
OADMET-0004746,OCNT-2308925,5.04
OADMET-0004745,OCNT-2308918,4.35
OADMET-0004744,OCNT-2308908,4.4
OADMET-0004743,OCNT-2308907,4.97
OADMET-0004742,OCNT-2308905,4.98
OADMET-0004741,OCNT-2308901,4.94
OADMET-0004740,OCNT-2308897,4.81
OADMET-0004739,OCNT-2308893,4.77
OADMET-0004738,OCNT-2308889,4.31
OADMET-0004737,OCNT-2308873,4.78
OADMET-0004736,OCNT-2308871,4.33
OADMET-0004735,OCNT-2308865,4.25
OADMET-0004734,OCNT-2308864,4.61
OADMET-0004733,OCNT-2308863,4.23
OADMET-0004732,OCNT-2308859,4.95
OADMET-0004731,OCNT-2308858,5.25
OADMET-0004730,OCNT-2308857,5.33
OADMET-0004729,OCNT-2308853,3.95
OADMET-0004728,OCNT-2308848,4.34
OADMET-0004727,OCNT-2308845,5.01
OADMET-0004726,OCNT-2308823,4.89
OADMET-0004725,OCNT-2308813,4.38
OADMET-0004724,OCNT-2308803,4.43
OADMET-0004723,OCNT-2308786,4.31
OADMET-0004722,OCNT-2308781,4.49
OADMET-0004721,OCNT-2308777,5.41
OADMET-0004720,OCNT-2308764,4.59
OADMET-0004719,OCNT-2308761,4.64
OADMET-0004718,OCNT-2308737,4.38
OADMET-0004717,OCNT-2308732,4.68
OADMET-0004716,OCNT-2308724,4.29
OADMET-0004715,OCNT-2308718,5.04
OADMET-0004714,OCNT-2308713,4.41
OADMET-0004713,OCNT-2308688,3.82
OADMET-0004712,OCNT-2308687,4.39
OADMET-0004711,OCNT-2308686,4.9
OADMET-0004710,OCNT-2308684,4.56
OADMET-0004709,OCNT-2308678,4.48
OADMET-0004708,OCNT-2308675,4.97
OADMET-0004707,OCNT-2308671,4.93
OADMET-0004706,OCNT-2308670,4.44
OADMET-0004705,OCNT-2308669,4.66
OADMET-0004704,OCNT-2308632,4.75
OADMET-0004703,OCNT-2308625,4.79
OADMET-0004702,OCNT-2308616,4.85
OADMET-0004701,OCNT-2308612,4.89
OADMET-0004700,OCNT-2308587,5.36
OADMET-0004699,OCNT-2308584,5.04
OADMET-0004698,OCNT-2308581,4.23
OADMET-0004697,OCNT-2308577,5.03
OADMET-0004696,OCNT-2308571,4.21
OADMET-0004695,OCNT-2308562,5.2
OADMET-0004694,OCNT-2308557,4.76
OADMET-0004693,OCNT-2308553,4.66
OADMET-0004692,OCNT-2308545,4.35
OADMET-0004691,OCNT-2308537,4.13
OADMET-0004690,OCNT-2308533,4.79
OADMET-0004689,OCNT-2308522,4.22
OADMET-0004688,OCNT-2308521,4.48
OADMET-0004687,OCNT-2308496,4.05
OADMET-0004686,OCNT-2308492,4.89
OADMET-0004685,OCNT-2308489,4.63
OADMET-0004684,OCNT-2308477,5.0
OADMET-0004683,OCNT-2308468,5.31
OADMET-0004682,OCNT-2308464,4.88
OADMET-0004681,OCNT-2308462,4.84
OADMET-0004680,OCNT-2308459,5.15
OADMET-0004679,OCNT-2087689,5.23
OADMET-0004678,OCNT-0496647,5.08
OADMET-0004677,OCNT-0494108,3.93
OADMET-0004673,OCNT-0020440,4.78
OADMET-0004662,OCNT-2318487,4.63
OADMET-0004653,OCNT-2318314,4.72
OADMET-0004642,OCNT-2317868,4.65
OADMET-0004629,OCNT-2317372,4.41
OADMET-0004628,OCNT-2317357,4.15
OADMET-0004625,OCNT-2317275,4.72
OADMET-0004617,OCNT-2316922,4.99
OADMET-0004611,OCNT-2316826,4.66
OADMET-0004605,OCNT-2316693,4.95
OADMET-0004590,OCNT-2316052,5.48
OADMET-0004588,OCNT-2315960,4.85
OADMET-0004581,OCNT-2315656,4.76
OADMET-0004579,OCNT-2315622,4.65
OADMET-0004577,OCNT-2315474,4.8
OADMET-0004575,OCNT-2315351,4.36
OADMET-0004570,OCNT-2315256,5.04
OADMET-0004567,OCNT-2315167,4.92
OADMET-0004566,OCNT-2315150,4.71
OADMET-0004560,OCNT-2314898,5.02
OADMET-0004551,OCNT-2314530,4.43
OADMET-0004547,OCNT-2314403,4.12
OADMET-0004514,OCNT-2312931,5.26
OADMET-0004510,OCNT-2312853,4.78
OADMET-0004498,OCNT-2312298,5.18
OADMET-0004490,OCNT-2311722,5.01
OADMET-0004489,OCNT-2311636,5.41
OADMET-0004478,OCNT-2311180,5.41
OADMET-0004472,OCNT-2311083,4.86
OADMET-0004458,OCNT-2310835,5.18
OADMET-0004452,OCNT-2310748,4.89
OADMET-0004444,OCNT-2310527,4.36
OADMET-0004442,OCNT-2310416,4.7
OADMET-0004440,OCNT-2310256,4.97
OADMET-0004439,OCNT-2310247,4.2
OADMET-0004428,OCNT-2309736,4.61
OADMET-0004419,OCNT-2309360,4.55
OADMET-0004418,OCNT-2309345,5.2
OADMET-0004415,OCNT-2309125,4.17
OADMET-0004413,OCNT-2309056,4.66
OADMET-0004402,OCNT-2308739,4.66
OADMET-0004396,OCNT-2308659,4.57
OADMET-0004394,OCNT-2308651,4.1
OADMET-0004388,OCNT-2308536,4.24
OADMET-0004379,OCNT-2328755,4.78
OADMET-0004372,OCNT-2316068,4.82
OADMET-0004349,OCNT-2315982,4.1
OADMET-0004348,OCNT-2315970,4.55
OADMET-0004345,OCNT-2315948,4.53
OADMET-0004332,OCNT-2315532,5.42
OADMET-0004327,OCNT-2315309,4.89
OADMET-0004321,OCNT-2315194,5.11
OADMET-0004315,OCNT-2315106,4.04
OADMET-0004313,OCNT-2315070,4.81
OADMET-0004305,OCNT-2314980,5.19
OADMET-0004301,OCNT-2318685,4.27
OADMET-0004297,OCNT-2318664,5.04
OADMET-0004296,OCNT-2318634,4.71
OADMET-0004294,OCNT-2318572,5.48
OADMET-0004285,OCNT-2318269,4.66
OADMET-0004281,OCNT-2317922,4.85
OADMET-0004280,OCNT-2317892,5.0
OADMET-0004279,OCNT-2317870,4.63
OADMET-0004273,OCNT-2317612,4.63
OADMET-0004272,OCNT-2317579,4.23
OADMET-0004270,OCNT-2317441,5.08
OADMET-0004267,OCNT-2315815,4.3
OADMET-0004263,OCNT-2315063,4.98
OADMET-0004261,OCNT-2314903,5.0
OADMET-0004259,OCNT-2318612,4.21
OADMET-0004256,OCNT-2318453,5.3
OADMET-0004247,OCNT-2317673,4.41
OADMET-0004239,OCNT-2317294,4.91
OADMET-0004238,OCNT-2317283,4.6
OADMET-0004237,OCNT-2317281,4.4
OADMET-0004225,OCNT-2316768,3.99
OADMET-0004220,OCNT-2316672,4.36
OADMET-0004216,OCNT-2316591,4.24
OADMET-0004214,OCNT-2316464,5.24
OADMET-0004210,OCNT-2316286,5.06
OADMET-0004207,OCNT-2317195,4.22
OADMET-0004205,OCNT-2317130,1.72
OADMET-0004203,OCNT-2317064,5.07
OADMET-0004193,OCNT-2316412,4.62
OADMET-0004187,OCNT-2314787,4.73
OADMET-0004182,OCNT-2314625,4.9
OADMET-0004180,OCNT-2314532,4.85
OADMET-0004176,OCNT-2314450,5.07
OADMET-0004172,OCNT-2314323,4.71
OADMET-0004170,OCNT-2314307,5.47
OADMET-0004168,OCNT-2314226,4.79
OADMET-0004153,OCNT-2314797,5.36
OADMET-0004129,OCNT-2314103,4.51
OADMET-0004128,OCNT-2314062,5.13
OADMET-0004116,OCNT-2313695,5.66
OADMET-0004106,OCNT-2310919,4.73
OADMET-0004105,OCNT-2310258,5.18
OADMET-0004101,OCNT-2313532,5.57
OADMET-0004094,OCNT-2313421,4.41
OADMET-0004092,OCNT-2313368,4.9
OADMET-0004090,OCNT-2313366,3.75
OADMET-0004088,OCNT-2313361,3.99
OADMET-0004080,OCNT-2313221,4.66
OADMET-0004069,OCNT-2313037,4.26
OADMET-0004067,OCNT-2312997,4.82
OADMET-0004065,OCNT-2312940,4.77
OADMET-0004064,OCNT-2312836,4.52
OADMET-0004060,OCNT-2312760,4.92
OADMET-0004056,OCNT-2312669,4.92
OADMET-0004054,OCNT-2312608,4.87
OADMET-0004053,OCNT-2312595,4.86
OADMET-0004051,OCNT-2312578,4.6
OADMET-0004047,OCNT-2312476,5.05
OADMET-0004040,OCNT-2312358,5.28
OADMET-0004029,OCNT-2312168,4.45
OADMET-0004025,OCNT-2312102,4.55
OADMET-0004024,OCNT-2312079,5.08
OADMET-0004021,OCNT-2312058,5.2
OADMET-0004014,OCNT-2311913,5.13
OADMET-0004004,OCNT-2311787,5.15
OADMET-0004003,OCNT-2311779,5.12
OADMET-0003997,OCNT-2311688,4.29
OADMET-0003994,OCNT-2311653,4.3
OADMET-0003975,OCNT-2311222,5.04
OADMET-0003971,OCNT-2311136,5.0
OADMET-0003969,OCNT-2311116,5.04
OADMET-0003963,OCNT-2310978,5.17
OADMET-0003961,OCNT-2310949,4.41
OADMET-0003960,OCNT-2310946,4.97
OADMET-0003956,OCNT-2310917,3.89
OADMET-0003950,OCNT-2310837,5.05
OADMET-0003946,OCNT-2310785,4.66
OADMET-0003942,OCNT-2310693,5.44
OADMET-0003932,OCNT-2310474,4.64
OADMET-0003930,OCNT-2310460,4.9
OADMET-0003921,OCNT-2310364,4.4
OADMET-0003914,OCNT-2310288,5.16
OADMET-0003911,OCNT-2310260,4.4
OADMET-0003900,OCNT-2310163,5.29
OADMET-0003898,OCNT-2310117,4.85
OADMET-0003889,OCNT-2310052,4.89
OADMET-0003884,OCNT-2309961,4.58
OADMET-0003879,OCNT-2309852,4.21
OADMET-0003872,OCNT-2309765,4.39
OADMET-0003866,OCNT-2309555,5.07
OADMET-0003864,OCNT-2309508,4.92
OADMET-0003862,OCNT-2309491,4.37
OADMET-0003860,OCNT-2309447,4.97
OADMET-0003858,OCNT-2309302,4.64
OADMET-0003857,OCNT-2309289,5.11
OADMET-0003853,OCNT-2308998,4.92
OADMET-0003848,OCNT-2308866,4.07
OADMET-0003844,OCNT-2308821,4.54
OADMET-0003835,OCNT-2308716,3.9
OADMET-0003834,OCNT-2308698,5.26
OADMET-0003833,OCNT-2308693,4.76
OADMET-0003832,OCNT-2308683,5.34
OADMET-0003829,OCNT-2308629,4.49
OADMET-0003828,OCNT-2308609,4.77
OADMET-0003827,OCNT-2308589,4.17
OADMET-0003823,OCNT-2308518,5.02
OADMET-0003816,OCNT-2308476,4.83
OADMET-0003811,OCNT-2328994,4.56
OADMET-0003810,OCNT-2328992,4.86
OADMET-0003809,OCNT-2328990,4.67
OADMET-0003808,OCNT-2328986,3.54
OADMET-0003807,OCNT-2328979,4.92
OADMET-0003806,OCNT-2328976,3.28
OADMET-0003805,OCNT-2328975,4.42
OADMET-0003804,OCNT-2328974,4.4
OADMET-0003803,OCNT-2328973,3.27
OADMET-0003802,OCNT-2328971,4.61
OADMET-0003801,OCNT-2328969,3.96
OADMET-0003800,OCNT-2328966,4.48
OADMET-0003799,OCNT-2328963,5.88
OADMET-0003798,OCNT-2328958,4.23
OADMET-0003797,OCNT-2328956,4.26
OADMET-0003796,OCNT-2328955,4.86
OADMET-0003794,OCNT-2328948,4.6
OADMET-0003793,OCNT-2328945,4.16
OADMET-0003792,OCNT-2328943,5.04
OADMET-0003791,OCNT-2328936,5.1
OADMET-0003790,OCNT-2328935,3.27
OADMET-0003789,OCNT-2328934,3.24
OADMET-0003788,OCNT-2328932,1.77
OADMET-0003787,OCNT-2328931,4.06
OADMET-0003786,OCNT-2328928,2.92
OADMET-0003785,OCNT-2328919,2.02
OADMET-0003784,OCNT-2328918,2.59
OADMET-0003783,OCNT-2328916,4.86
OADMET-0003782,OCNT-2328911,4.17
OADMET-0003781,OCNT-2328906,5.46
OADMET-0003780,OCNT-2328904,6.22
OADMET-0003779,OCNT-2328895,4.67
OADMET-0003777,OCNT-2328883,1.89
OADMET-0003775,OCNT-2328871,3.06
OADMET-0003773,OCNT-2328865,4.85
OADMET-0003772,OCNT-2328862,1.78
OADMET-0003771,OCNT-2328859,2.51
OADMET-0003770,OCNT-2328858,3.79
OADMET-0003769,OCNT-2328851,4.12
OADMET-0003768,OCNT-2328838,2.54
OADMET-0003767,OCNT-2328828,2.03
OADMET-0003766,OCNT-2328819,3.89
OADMET-0003765,OCNT-2328815,2.79
OADMET-0003764,OCNT-2328808,3.94
OADMET-0003763,OCNT-2328807,1.79
OADMET-0003762,OCNT-2328806,4.18
OADMET-0003761,OCNT-2328799,1.89
OADMET-0003760,OCNT-2328791,3.26
OADMET-0003759,OCNT-2328789,1.76
OADMET-0003758,OCNT-2328781,5.11
OADMET-0003757,OCNT-2328773,3.98
OADMET-0003756,OCNT-2328771,4.0
OADMET-0003755,OCNT-2328770,1.87
OADMET-0003754,OCNT-2328769,3.93
OADMET-0003753,OCNT-2328760,1.76
OADMET-0003752,OCNT-2328749,4.27
OADMET-0003751,OCNT-2328743,1.78
OADMET-0003750,OCNT-2328741,2.05
OADMET-0003749,OCNT-2328737,1.75
OADMET-0003748,OCNT-2328732,2.01
OADMET-0003747,OCNT-2328731,5.28
OADMET-0003746,OCNT-2328727,3.89
OADMET-0003745,OCNT-2328725,2.69
OADMET-0003744,OCNT-2328720,4.46
OADMET-0003743,OCNT-2328712,4.78
OADMET-0003742,OCNT-2328704,2.13
OADMET-0003741,OCNT-2328700,4.61
OADMET-0003740,OCNT-2328692,1.86
OADMET-0003739,OCNT-2328691,4.04
OADMET-0003738,OCNT-2328690,5.01
OADMET-0003737,OCNT-2328688,5.21
OADMET-0003736,OCNT-2328678,2.69
OADMET-0003735,OCNT-2328673,3.25
OADMET-0003734,OCNT-2328660,4.67
OADMET-0003733,OCNT-2328658,3.2
OADMET-0003732,OCNT-2328652,4.98
OADMET-0003731,OCNT-2328651,4.74
OADMET-0003730,OCNT-2328650,5.74
OADMET-0003729,OCNT-2328645,2.93
OADMET-0003728,OCNT-2328643,2.74
OADMET-0003727,OCNT-2328639,2.54
OADMET-0003726,OCNT-2328633,1.98
OADMET-0003725,OCNT-2328632,4.09
OADMET-0003724,OCNT-2328628,4.55
OADMET-0003723,OCNT-2328615,1.84
OADMET-0003722,OCNT-2328612,3.1
OADMET-0003721,OCNT-2328611,1.99
OADMET-0003720,OCNT-2328606,2.89
OADMET-0003719,OCNT-2328595,1.81
OADMET-0003718,OCNT-2328576,3.25
OADMET-0003717,OCNT-2328558,4.3
OADMET-0003716,OCNT-2328557,5.64
OADMET-0003715,OCNT-2328555,1.89
OADMET-0003714,OCNT-2328554,4.54
OADMET-0003713,OCNT-2328551,1.73
OADMET-0003712,OCNT-2328548,1.81
OADMET-0003711,OCNT-2328547,4.87
OADMET-0003710,OCNT-2328546,4.4
OADMET-0003709,OCNT-2328545,1.82
OADMET-0003708,OCNT-2328544,4.68
OADMET-0003707,OCNT-2328543,6.08
OADMET-0003706,OCNT-2328541,4.92
OADMET-0003705,OCNT-2328537,1.83
OADMET-0003704,OCNT-2328534,4.19
OADMET-0003703,OCNT-2328529,4.49
OADMET-0003702,OCNT-2328527,1.81
OADMET-0003701,OCNT-2328525,2.24
OADMET-0003700,OCNT-2328520,5.52
OADMET-0003699,OCNT-2328518,5.06
OADMET-0003697,OCNT-2328505,5.13
OADMET-0003696,OCNT-2328503,3.68
OADMET-0003695,OCNT-2328502,4.48
OADMET-0003694,OCNT-2328500,4.79
OADMET-0003693,OCNT-2328496,3.92
OADMET-0003692,OCNT-2328492,1.86
OADMET-0003691,OCNT-2328491,2.4
OADMET-0003690,OCNT-2328488,4.57
OADMET-0003689,OCNT-2328470,3.95
OADMET-0003688,OCNT-2328469,2.08
OADMET-0003687,OCNT-2328467,1.84
OADMET-0003686,OCNT-2328458,1.76
OADMET-0003685,OCNT-2328454,1.93
OADMET-0003684,OCNT-2328450,1.98
OADMET-0003683,OCNT-2328447,4.39
OADMET-0003682,OCNT-2328446,3.33
OADMET-0003681,OCNT-2328444,2.97
OADMET-0003680,OCNT-2328440,2.68
OADMET-0003679,OCNT-2328439,2.44
OADMET-0003678,OCNT-2328427,2.63
OADMET-0003677,OCNT-2328423,1.86
OADMET-0003676,OCNT-2328407,1.79
OADMET-0003675,OCNT-2328406,1.98
OADMET-0003674,OCNT-2328404,1.78
OADMET-0003673,OCNT-2328403,1.83
OADMET-0003672,OCNT-2328397,1.95
OADMET-0003671,OCNT-2328396,3.25
OADMET-0003670,OCNT-2328395,4.41
OADMET-0003669,OCNT-2328392,4.71
OADMET-0003668,OCNT-2328391,2.94
OADMET-0003667,OCNT-2328389,2.25
OADMET-0003666,OCNT-2328386,4.43
OADMET-0003665,OCNT-2328379,4.95
OADMET-0003664,OCNT-2328376,3.4
OADMET-0003663,OCNT-2328373,4.57
OADMET-0003662,OCNT-2328372,2.02
OADMET-0003661,OCNT-2328368,4.9
OADMET-0003660,OCNT-2328366,4.58
OADMET-0003659,OCNT-2328363,2.89
OADMET-0003658,OCNT-2328361,1.87
OADMET-0003656,OCNT-2328352,4.53
OADMET-0003655,OCNT-2328349,3.96
OADMET-0003654,OCNT-2328346,2.27
OADMET-0003653,OCNT-2328337,3.4
OADMET-0003652,OCNT-2328332,6.58
OADMET-0003651,OCNT-2328327,4.83
OADMET-0003650,OCNT-2328326,1.82
OADMET-0003649,OCNT-2328320,6.69
OADMET-0003648,OCNT-2009678,4.45
OADMET-0003647,OCNT-1911796,4.75
OADMET-0003646,OCNT-1893994,4.21
OADMET-0003645,OCNT-1871167,3.68
OADMET-0003644,OCNT-1755343,4.67
OADMET-0003643,OCNT-1498582,1.87
OADMET-0003642,OCNT-1319106,2.74
OADMET-0003641,OCNT-0713835,1.98
OADMET-0003640,OCNT-0684164,5.03
OADMET-0003639,OCNT-0498184,2.04
OADMET-0003638,OCNT-0498182,5.33
OADMET-0003637,OCNT-0498160,3.88
OADMET-0003636,OCNT-0498154,4.3
OADMET-0003634,OCNT-0498127,3.9
OADMET-0003633,OCNT-0498119,1.82
OADMET-0003631,OCNT-0498099,4.89
OADMET-0003630,OCNT-0498090,5.66
OADMET-0003629,OCNT-0498067,4.89
OADMET-0003628,OCNT-0498066,2.54
OADMET-0003627,OCNT-0498011,2.95
OADMET-0003626,OCNT-0497994,5.88
OADMET-0003625,OCNT-0497989,6.21
OADMET-0003624,OCNT-0497980,1.9
OADMET-0003623,OCNT-0497979,4.7
OADMET-0003622,OCNT-0497963,1.74
OADMET-0003621,OCNT-0497957,1.77
OADMET-0003620,OCNT-0497954,3.89
OADMET-0003619,OCNT-0497851,4.37
OADMET-0003618,OCNT-0497847,4.35
OADMET-0003617,OCNT-0497798,4.92
OADMET-0003616,OCNT-0497758,4.04
OADMET-0003615,OCNT-0497732,3.29
OADMET-0003614,OCNT-0497724,4.56
OADMET-0003613,OCNT-0496956,2.69
OADMET-0003612,OCNT-0496757,4.57
OADMET-0003611,OCNT-0496475,4.28
OADMET-0003610,OCNT-0495682,1.82
OADMET-0003609,OCNT-0495493,4.47
OADMET-0003608,OCNT-0495340,5.55
OADMET-0003607,OCNT-0495303,3.59
OADMET-0003606,OCNT-0495301,3.81
OADMET-0003605,OCNT-0495281,4.34
OADMET-0003604,OCNT-0495275,4.88
OADMET-0003603,OCNT-0495216,5.2
OADMET-0003602,OCNT-0495213,5.09
OADMET-0003600,OCNT-0495081,2.65
OADMET-0003599,OCNT-0494698,4.75
OADMET-0003598,OCNT-0494693,1.78
OADMET-0003597,OCNT-0494664,2.06
OADMET-0003596,OCNT-0494514,3.21
OADMET-0003595,OCNT-0494484,2.51
OADMET-0003594,OCNT-0494299,4.65
OADMET-0003593,OCNT-0494220,4.31
OADMET-0003592,OCNT-0494205,5.08
OADMET-0003591,OCNT-0494203,3.29
OADMET-0003590,OCNT-0494168,4.26
OADMET-0003589,OCNT-0494166,3.73
OADMET-0003588,OCNT-0494164,5.18
OADMET-0003587,OCNT-0494162,5.14
OADMET-0003586,OCNT-0494143,1.77
OADMET-0003585,OCNT-0494135,1.74
OADMET-0003584,OCNT-0494110,4.43
OADMET-0003583,OCNT-0494086,2.59
OADMET-0003582,OCNT-0494084,1.79
OADMET-0003581,OCNT-0494080,2.04
OADMET-0003580,OCNT-0494053,4.81
OADMET-0003579,OCNT-0494045,2.45
OADMET-0003578,OCNT-0493994,1.79
OADMET-0003577,OCNT-0493982,4.42
OADMET-0003576,OCNT-0493927,5.18
OADMET-0003575,OCNT-0493919,4.18
OADMET-0003574,OCNT-0493917,2.36
OADMET-0003573,OCNT-0493903,4.52
OADMET-0003572,OCNT-0493850,1.82
OADMET-0003571,OCNT-0493792,2.24
OADMET-0003570,OCNT-0493762,4.65
OADMET-0003569,OCNT-0493753,1.75
OADMET-0003567,OCNT-0493312,5.24
OADMET-0003566,OCNT-0493196,4.68
OADMET-0003565,OCNT-0493193,1.96
OADMET-0003564,OCNT-0493187,4.84
OADMET-0003563,OCNT-0483494,6.09
OADMET-0003562,OCNT-0477348,5.42
OADMET-0003561,OCNT-0476778,2.11
OADMET-0003560,OCNT-0476578,3.0
OADMET-0003557,OCNT-0022315,4.69
OADMET-0003556,OCNT-0022301,3.98
OADMET-0003555,OCNT-0022268,4.0
OADMET-0003554,OCNT-0022264,4.71
OADMET-0003553,OCNT-0022254,4.12
OADMET-0003552,OCNT-0022246,4.24
OADMET-0003551,OCNT-0022215,4.94
OADMET-0003550,OCNT-0022183,5.25
OADMET-0003549,OCNT-0022161,4.18
OADMET-0003548,OCNT-0022140,4.18
OADMET-0003547,OCNT-0022127,4.75
OADMET-0003546,OCNT-0022107,4.34
OADMET-0003545,OCNT-0022070,4.6
OADMET-0003544,OCNT-0022006,4.7
OADMET-0003543,OCNT-0021971,1.82
OADMET-0003542,OCNT-0021929,5.69
OADMET-0003541,OCNT-0021749,2.92
OADMET-0003540,OCNT-0020887,2.09
OADMET-0003539,OCNT-0017272,2.38
OADMET-0003538,OCNT-0014841,2.57
OADMET-0003537,OCNT-0007477,1.77
OADMET-0003536,OCNT-2318389,5.82
OADMET-0003535,OCNT-2318691,2.62
OADMET-0003534,OCNT-2318689,5.66
OADMET-0003533,OCNT-2318686,5.58
OADMET-0003532,OCNT-2318668,5.62
OADMET-0003531,OCNT-2318666,5.91
OADMET-0003530,OCNT-2318659,5.6
OADMET-0003529,OCNT-2318653,5.74
OADMET-0003528,OCNT-2318647,1.91
OADMET-0003527,OCNT-2318622,5.005
OADMET-0003526,OCNT-2318616,6.63
OADMET-0003525,OCNT-2318577,5.42
OADMET-0003524,OCNT-2318568,5.92
OADMET-0003523,OCNT-2318561,5.38
OADMET-0003522,OCNT-2318557,1.73
OADMET-0003521,OCNT-2318555,4.79
OADMET-0003520,OCNT-2318544,5.49
OADMET-0003519,OCNT-2318528,5.12
OADMET-0003518,OCNT-2318527,5.25
OADMET-0003517,OCNT-2318512,4.91
OADMET-0003516,OCNT-2318506,5.29
OADMET-0003515,OCNT-2318495,5.14
OADMET-0003514,OCNT-2318490,5.35
OADMET-0003513,OCNT-2318458,5.66
OADMET-0003512,OCNT-2318427,5.89
OADMET-0003511,OCNT-2318419,5.55
OADMET-0003510,OCNT-2318404,5.2
OADMET-0003509,OCNT-2318394,2.94
OADMET-0003508,OCNT-2318392,5.23
OADMET-0003506,OCNT-2318383,5.14
OADMET-0003505,OCNT-2318351,5.74
OADMET-0003504,OCNT-2318347,5.58
OADMET-0003503,OCNT-2318346,6.14
OADMET-0003502,OCNT-2318342,5.35
OADMET-0003501,OCNT-2318330,5.23
OADMET-0003500,OCNT-2318323,5.24
OADMET-0003499,OCNT-2318311,6.215
OADMET-0003498,OCNT-2318310,5.39
OADMET-0003497,OCNT-2318303,2.95
OADMET-0003496,OCNT-2318297,5.77
OADMET-0003495,OCNT-2318278,3.42
OADMET-0003493,OCNT-2318260,5.42
OADMET-0003492,OCNT-2318256,5.47
OADMET-0003491,OCNT-2318242,4.98
OADMET-0003490,OCNT-2318233,5.57
OADMET-0003489,OCNT-2318220,5.3
OADMET-0003488,OCNT-2318211,5.37
OADMET-0003487,OCNT-2318193,4.94
OADMET-0003486,OCNT-2318184,5.88
OADMET-0003485,OCNT-2318180,5.57
OADMET-0003484,OCNT-2318173,5.39
OADMET-0003483,OCNT-2318171,5.45
OADMET-0003482,OCNT-2318166,5.43
OADMET-0003481,OCNT-2318156,5.38
OADMET-0003480,OCNT-2318155,5.33
OADMET-0003479,OCNT-2318142,4.92
OADMET-0003478,OCNT-2318130,1.83
OADMET-0003477,OCNT-2318117,5.9
OADMET-0003476,OCNT-2318107,4.79
OADMET-0003475,OCNT-2318082,4.9
OADMET-0003474,OCNT-2318074,5.89
OADMET-0003473,OCNT-2318063,5.98
OADMET-0003472,OCNT-2318059,6.015
OADMET-0003471,OCNT-2318057,5.4
OADMET-0003470,OCNT-2318056,5.82
OADMET-0003469,OCNT-2318051,4.82
